Country,Amount (USD),Transaction Type,Industry,Destination Country,Reported by Authority,Source of Money,Money Laundering Risk Score,Shell Companies Involved,Person Involved
UAE,961828.88,Property Purchase,Oil & Gas,Singapore,0,0,High,9,4244
Switzerland,3783284.92,Offshore Transfer,Casinos,India,0,0,Low,8,5411
UK,2197368.5,Cash Withdrawal,Casinos,Switzerland,0,0,High,0,3332
Russia,3733494.46,Offshore Transfer,Finance,USA,0,0,High,5,8572
India,4572226.74,Cash Withdrawal,Finance,India,0,0,Low,5,7617
Russia,1496342.39,Stocks Transfer,Luxury Goods,Singapore,1,0,High,4,7992
South Africa,2751056.39,Cash Withdrawal,Luxury Goods,USA,1,0,Low,9,8528
Switzerland,1404711.31,Stocks Transfer,Real Estate,UK,1,0,Low,4,6384
Switzerland,4645874.59,Cash Withdrawal,Finance,Switzerland,1,0,Low,9,4481
UK,4914143.47,Property Purchase,Construction,India,0,0,High,4,778
UAE,1174933.06,Stocks Transfer,Luxury Goods,Brazil,0,0,High,8,228
UAE,36122.91,Cryptocurrency,Finance,China,0,0,Low,3,8731
UAE,3653864.17,Property Purchase,Arms Trade,USA,0,0,Low,0,8498
UAE,2693091.81,Stocks Transfer,Real Estate,South Africa,0,0,Low,3,4586
South Africa,1279329.52,Offshore Transfer,Construction,UAE,0,0,Low,4,5264
UAE,2656744.53,Stocks Transfer,Oil & Gas,Brazil,0,0,Low,5,9872
UK,4709081.29,Cash Withdrawal,Real Estate,USA,0,1,High,4,1853
USA,2164534.42,Offshore Transfer,Real Estate,USA,0,0,High,1,2531
UK,1837427.44,Offshore Transfer,Arms Trade,Switzerland,0,0,Low,2,8924
Singapore,105867.49,Offshore Transfer,Casinos,UAE,0,0,High,1,530
Russia,4121106.65,Offshore Transfer,Construction,South Africa,0,1,Low,6,9347
USA,494545.26,Cryptocurrency,Construction,UK,1,0,High,0,1288
Russia,4025860.82,Stocks Transfer,Real Estate,USA,0,0,Low,0,7231
Switzerland,4355669.53,Offshore Transfer,Luxury Goods,South Africa,1,0,Low,0,5516
Singapore,33349.44,Stocks Transfer,Casinos,UAE,1,1,High,5,7858
USA,1418614.22,Stocks Transfer,Casinos,Russia,1,0,Low,8,3166
UAE,1500060.03,Cash Withdrawal,Arms Trade,UAE,0,0,Low,7,5289
Russia,2287179.75,Cryptocurrency,Casinos,China,1,0,Low,8,5104
China,2006449.35,Offshore Transfer,Luxury Goods,China,1,0,High,0,4599
UK,390307.94,Cryptocurrency,Finance,India,0,1,High,8,3109
UK,1723707.22,Stocks Transfer,Construction,South Africa,0,0,Low,8,7739
Russia,1769652.45,Cash Withdrawal,Oil & Gas,UK,0,1,Low,0,2095
South Africa,1514465.28,Property Purchase,Real Estate,China,0,0,High,0,6290
UK,1385521.6,Cryptocurrency,Luxury Goods,India,0,0,Low,3,4027
South Africa,2310161.5,Property Purchase,Casinos,Switzerland,1,0,Low,7,3128
Russia,1981288.09,Offshore Transfer,Oil & Gas,Russia,0,0,High,0,5540
Russia,1132614.85,Offshore Transfer,Real Estate,Singapore,0,1,Low,7,4496
Singapore,2964110.49,Cash Withdrawal,Construction,UK,0,1,Low,0,344
Russia,1632085.97,Cash Withdrawal,Construction,India,0,1,Low,0,6900
UK,38184.43,Property Purchase,Luxury Goods,Russia,0,0,High,0,8622
India,538147.56,Property Purchase,Finance,India,1,0,High,0,1557
UAE,4100909.38,Cash Withdrawal,Casinos,USA,1,0,Low,0,6544
UAE,1748008.77,Cash Withdrawal,Real Estate,UAE,0,1,Low,9,1532
Brazil,1433396.63,Stocks Transfer,Arms Trade,Singapore,0,0,Low,8,1965
UAE,1349285.78,Cryptocurrency,Luxury Goods,Brazil,0,0,High,5,4408
Switzerland,993854.11,Cryptocurrency,Real Estate,UAE,1,0,High,4,9243
Singapore,2965612.96,Cash Withdrawal,Arms Trade,UK,1,0,Low,7,3523
South Africa,2728256.71,Stocks Transfer,Arms Trade,UAE,0,0,Low,1,9662
India,4685812.59,Offshore Transfer,Real Estate,USA,0,0,Low,1,1190
Russia,3277324.45,Offshore Transfer,Finance,Russia,1,1,Low,6,807
UK,4536869.82,Cash Withdrawal,Oil & Gas,UAE,0,0,Low,4,7173
Singapore,4509509.69,Cryptocurrency,Construction,USA,0,1,High,8,5967
China,1848222.82,Cash Withdrawal,Luxury Goods,Brazil,0,0,Low,7,4880
China,4712542.31,Offshore Transfer,Arms Trade,Russia,0,0,Low,2,5182
UAE,2976594.82,Stocks Transfer,Finance,Russia,1,1,Low,4,7575
China,480093.94,Cryptocurrency,Arms Trade,India,0,1,High,1,5013
South Africa,4649526.62,Cash Withdrawal,Construction,Brazil,0,0,High,1,3180
Singapore,3181305.41,Stocks Transfer,Finance,Switzerland,1,0,High,6,3591
Brazil,2114190.44,Stocks Transfer,Oil & Gas,Switzerland,0,0,Low,1,3076
Russia,2968751.42,Cash Withdrawal,Arms Trade,South Africa,0,1,High,4,1917
South Africa,961875.51,Cash Withdrawal,Casinos,China,0,0,High,4,6406
Switzerland,4145296.38,Stocks Transfer,Luxury Goods,USA,0,0,High,6,9307
Switzerland,1043226.57,Property Purchase,Casinos,Russia,0,0,Low,9,545
Brazil,3937405.8,Cash Withdrawal,Arms Trade,China,0,0,High,5,6427
Switzerland,3920756.9,Stocks Transfer,Luxury Goods,UAE,1,0,High,5,5624
Singapore,756007.29,Offshore Transfer,Real Estate,USA,0,0,High,8,9539
USA,4170235.28,Cryptocurrency,Construction,Switzerland,0,1,High,8,7515
South Africa,2660049.72,Property Purchase,Casinos,South Africa,1,0,High,8,3523
India,2776438.69,Property Purchase,Finance,UK,0,0,Low,8,9105
Switzerland,4996474.6,Cryptocurrency,Casinos,USA,0,0,Low,8,5608
Russia,102972.47,Stocks Transfer,Luxury Goods,China,0,0,Low,0,4886
China,407902.14,Cryptocurrency,Casinos,India,0,0,Low,7,2082
Switzerland,1066195.23,Cryptocurrency,Luxury Goods,Brazil,0,0,Low,7,8481
South Africa,4933517.3,Property Purchase,Casinos,China,0,0,Low,1,3053
UK,3027249.25,Cash Withdrawal,Finance,India,0,0,High,5,1516
Switzerland,4198924.3,Cryptocurrency,Oil & Gas,Switzerland,0,1,Low,0,413
China,3090111.5,Cash Withdrawal,Construction,UK,1,1,High,8,2662
India,4192733.82,Stocks Transfer,Finance,Switzerland,0,0,Low,4,9570
Switzerland,2191484.03,Property Purchase,Oil & Gas,Russia,0,0,Low,4,6186
China,2566061.34,Offshore Transfer,Luxury Goods,USA,0,0,High,1,9275
Switzerland,4086625.45,Stocks Transfer,Oil & Gas,Singapore,0,0,Low,5,7195
India,1920185.57,Cryptocurrency,Luxury Goods,Russia,0,0,High,7,1238
China,819926.86,Offshore Transfer,Real Estate,Singapore,0,0,High,3,4318
China,4733034.91,Offshore Transfer,Finance,India,1,0,High,9,5345
China,3678373.01,Property Purchase,Arms Trade,India,0,1,Low,9,2213
UAE,3779870.43,Property Purchase,Oil & Gas,UAE,1,1,Low,6,2216
USA,2931724.97,Property Purchase,Finance,UAE,1,0,Low,6,4896
Singapore,4032229.02,Cash Withdrawal,Construction,UAE,0,0,Low,9,2604
India,4910490.7,Offshore Transfer,Finance,USA,1,0,Low,1,5017
Singapore,2076455.36,Property Purchase,Arms Trade,UAE,0,0,High,7,2076
Singapore,4834008.25,Cash Withdrawal,Construction,China,0,0,High,2,7111
India,2832781.73,Cryptocurrency,Arms Trade,China,0,0,Low,7,4801
Russia,1450032.93,Stocks Transfer,Arms Trade,India,0,0,Low,3,9271
UAE,4935269.66,Offshore Transfer,Finance,Switzerland,0,0,High,1,2953
China,848630.04,Cash Withdrawal,Oil & Gas,UAE,1,0,High,1,3129
UAE,989756.57,Cryptocurrency,Arms Trade,Brazil,0,1,Low,7,2119
Brazil,4851585.03,Stocks Transfer,Arms Trade,Brazil,0,0,High,6,7321
Singapore,1601585.66,Offshore Transfer,Oil & Gas,India,1,1,Low,9,5625
USA,2884136.62,Cash Withdrawal,Casinos,Brazil,0,0,Low,8,7228
USA,3423890.49,Offshore Transfer,Finance,Brazil,0,0,Low,2,5644
Singapore,1989847.71,Cryptocurrency,Oil & Gas,Switzerland,1,1,Low,4,2628
South Africa,782300.3,Property Purchase,Casinos,UAE,0,0,Low,6,6917
China,3606663.66,Property Purchase,Casinos,Brazil,0,0,Low,3,9379
Brazil,1928045.62,Cryptocurrency,Construction,USA,0,0,Low,1,5771
China,1464943.86,Cash Withdrawal,Casinos,China,0,1,Low,1,3962
Russia,3261090.12,Offshore Transfer,Arms Trade,USA,0,1,Low,2,1679
South Africa,4401230.11,Cryptocurrency,Finance,India,0,1,Low,8,2964
China,538272.01,Cash Withdrawal,Construction,Russia,0,0,Low,3,2966
USA,2590180.43,Cash Withdrawal,Luxury Goods,Russia,0,0,Low,0,3673
Switzerland,660924.46,Cryptocurrency,Luxury Goods,Singapore,0,0,High,9,9675
Russia,502403.58,Cash Withdrawal,Arms Trade,Russia,0,0,High,6,9382
Singapore,3824036.58,Offshore Transfer,Finance,Singapore,0,0,High,5,2603
UAE,2895608.39,Property Purchase,Casinos,Switzerland,1,1,High,5,8571
Singapore,706919.28,Property Purchase,Casinos,USA,0,1,Low,7,426
South Africa,2936325.51,Cryptocurrency,Luxury Goods,India,0,0,High,0,2219
Singapore,4488345.41,Stocks Transfer,Finance,Singapore,0,1,Low,4,1080
Russia,3620989.89,Stocks Transfer,Casinos,Brazil,0,0,Low,6,8628
UAE,4918447.59,Offshore Transfer,Casinos,South Africa,0,0,Low,0,3794
Russia,2387216.21,Cash Withdrawal,Finance,USA,0,0,High,6,4696
Russia,2703733.18,Property Purchase,Casinos,India,0,0,High,8,6027
Switzerland,3708712.75,Cryptocurrency,Arms Trade,UK,0,0,High,6,1370
Brazil,3240097.31,Property Purchase,Luxury Goods,Singapore,0,0,Low,9,1962
Brazil,3735013.39,Cryptocurrency,Casinos,Brazil,0,1,Low,6,7177
Singapore,1766089.79,Offshore Transfer,Construction,South Africa,0,0,Low,0,6519
India,123447.34,Stocks Transfer,Real Estate,USA,0,1,High,6,4885
USA,1627474.15,Cash Withdrawal,Finance,UK,0,0,Low,1,2129
China,2962727.21,Stocks Transfer,Casinos,UAE,0,1,Low,8,3555
Russia,284480.72,Offshore Transfer,Oil & Gas,UK,1,1,Low,0,6870
Russia,3001291.16,Stocks Transfer,Oil & Gas,India,0,0,Low,1,7988
India,1455741.57,Cryptocurrency,Construction,USA,0,1,Low,6,2361
UK,4140072.11,Stocks Transfer,Luxury Goods,China,0,0,High,0,793
USA,2466376.33,Property Purchase,Luxury Goods,UAE,0,0,Low,9,9950
China,1400790.19,Cash Withdrawal,Arms Trade,USA,0,0,Low,2,6148
UK,897250.28,Cash Withdrawal,Oil & Gas,India,1,0,Low,6,8225
USA,3906023.91,Cryptocurrency,Oil & Gas,USA,0,0,High,5,4654
USA,1734139.92,Cryptocurrency,Construction,Switzerland,0,1,Low,6,733
China,1735344.67,Property Purchase,Finance,Russia,0,0,Low,1,2686
UK,391500.23,Cryptocurrency,Finance,Singapore,0,0,High,0,8258
Brazil,4967710.22,Property Purchase,Arms Trade,Switzerland,0,0,High,7,180
UK,480969.96,Cash Withdrawal,Oil & Gas,India,0,0,Low,0,7628
South Africa,1719985.72,Cryptocurrency,Construction,UAE,0,0,Low,5,875
UAE,221975.9,Cryptocurrency,Real Estate,South Africa,0,1,High,5,7105
Brazil,4079935.2,Cryptocurrency,Luxury Goods,Switzerland,0,0,Low,7,6719
Russia,2306819.23,Stocks Transfer,Oil & Gas,USA,0,0,Low,9,5233
Russia,1329173.54,Cash Withdrawal,Oil & Gas,South Africa,0,0,High,0,4210
USA,2392338.33,Stocks Transfer,Casinos,Russia,0,0,High,9,3764
Switzerland,3108932.63,Cash Withdrawal,Luxury Goods,Brazil,0,0,High,7,3333
China,1527567.49,Stocks Transfer,Luxury Goods,Switzerland,0,1,High,1,2180
Russia,1130306.21,Stocks Transfer,Finance,China,0,1,High,4,8232
USA,4924883.42,Offshore Transfer,Construction,South Africa,0,1,Low,3,9120
China,1261920,Cryptocurrency,Finance,Switzerland,0,0,High,1,45
USA,1271089.59,Property Purchase,Casinos,USA,1,1,High,1,4930
USA,2702059.62,Cash Withdrawal,Finance,Switzerland,1,1,High,1,1598
Switzerland,4831206.27,Offshore Transfer,Casinos,Brazil,0,0,Low,7,1761
UK,2634746.46,Property Purchase,Construction,India,0,0,High,9,9925
China,773496.52,Stocks Transfer,Construction,India,0,0,Low,1,2202
Singapore,1998337.52,Stocks Transfer,Arms Trade,South Africa,0,0,Low,8,1109
UK,2007029.7,Cryptocurrency,Luxury Goods,South Africa,0,0,High,1,2161
UK,4880073.26,Cash Withdrawal,Real Estate,UK,0,0,Low,2,5115
UAE,79108.97,Stocks Transfer,Oil & Gas,China,1,0,Low,8,5359
South Africa,4563056.39,Stocks Transfer,Oil & Gas,UK,0,0,Low,5,4819
South Africa,201028.6,Property Purchase,Finance,Switzerland,1,0,High,3,1924
Brazil,3048936.73,Cryptocurrency,Finance,USA,0,1,High,0,1351
USA,4715223.65,Cash Withdrawal,Oil & Gas,USA,0,1,Low,9,2615
USA,2037026.98,Cash Withdrawal,Finance,Brazil,0,0,High,8,6194
UK,168958.05,Property Purchase,Finance,Brazil,0,0,High,6,5099
South Africa,402040.91,Stocks Transfer,Casinos,China,0,0,High,5,9860
Switzerland,218159.77,Offshore Transfer,Construction,UAE,0,1,High,3,1619
India,4402059.76,Cash Withdrawal,Construction,USA,0,0,Low,9,7540
USA,3824358.57,Cryptocurrency,Arms Trade,China,0,0,High,1,6887
South Africa,209024.04,Stocks Transfer,Arms Trade,UAE,0,0,High,6,5472
Singapore,1334056.28,Cryptocurrency,Oil & Gas,Singapore,0,0,High,8,7426
South Africa,2300948.77,Offshore Transfer,Real Estate,UK,0,0,Low,9,683
India,770101.64,Cash Withdrawal,Construction,UAE,0,1,Low,6,6196
UAE,2734152.12,Offshore Transfer,Finance,UK,0,0,High,8,8884
Russia,4400101.62,Property Purchase,Real Estate,Singapore,0,0,High,1,9832
Switzerland,733777.47,Offshore Transfer,Arms Trade,China,0,1,Low,3,4778
China,4019544.6,Stocks Transfer,Finance,UK,1,0,High,6,9437
Singapore,1527713.14,Stocks Transfer,Real Estate,Russia,0,0,Low,7,8408
Brazil,3031091.36,Property Purchase,Real Estate,India,0,0,High,3,1661
UK,753760.4,Offshore Transfer,Real Estate,Brazil,0,0,Low,4,204
UK,4745510.89,Stocks Transfer,Finance,USA,0,0,High,0,1284
UAE,1588304.69,Stocks Transfer,Real Estate,UK,0,1,High,3,3110
Singapore,2808995.16,Cryptocurrency,Real Estate,UAE,1,0,Low,5,5751
Switzerland,4977381.43,Cash Withdrawal,Arms Trade,UAE,1,1,Low,2,2599
South Africa,4989807.09,Stocks Transfer,Oil & Gas,Brazil,0,1,Low,5,4866
Singapore,4671167.83,Offshore Transfer,Finance,India,0,1,High,7,3802
Switzerland,1419771.59,Stocks Transfer,Arms Trade,Switzerland,1,0,High,0,923
Russia,2406380.54,Cryptocurrency,Oil & Gas,India,0,0,High,6,7689
Singapore,3327933.62,Stocks Transfer,Finance,South Africa,0,0,High,5,1551
UK,787855.31,Offshore Transfer,Luxury Goods,Brazil,0,0,Low,9,4040
UAE,726444.14,Offshore Transfer,Luxury Goods,Singapore,0,0,Low,4,7097
India,24028.01,Property Purchase,Casinos,UK,1,0,High,8,563
India,1647500.69,Cash Withdrawal,Finance,UAE,0,1,Low,1,1572
Russia,3617625.7,Stocks Transfer,Luxury Goods,USA,0,0,High,9,9427
UK,3196464.93,Property Purchase,Oil & Gas,China,0,1,High,2,9726
Singapore,4450917.13,Cryptocurrency,Construction,South Africa,0,1,High,8,5514
Brazil,1472923.76,Stocks Transfer,Luxury Goods,India,1,1,Low,3,4913
Switzerland,4312480.73,Offshore Transfer,Casinos,Brazil,0,0,Low,1,6845
Singapore,503529.91,Cash Withdrawal,Luxury Goods,UAE,1,0,High,0,2681
UAE,2073092.99,Cash Withdrawal,Construction,Singapore,0,0,Low,3,489
Brazil,3484763.82,Offshore Transfer,Oil & Gas,Brazil,1,0,High,2,9827
South Africa,2981298.27,Cash Withdrawal,Construction,Russia,1,0,Low,0,2565
China,3100120.49,Stocks Transfer,Arms Trade,Brazil,0,0,Low,9,9386
Brazil,3785287.35,Cryptocurrency,Finance,Russia,0,1,High,7,3450
Brazil,4244614.27,Cash Withdrawal,Construction,UK,1,1,High,2,9865
India,268109.08,Offshore Transfer,Arms Trade,Switzerland,0,0,Low,0,6995
Brazil,3817006.29,Cryptocurrency,Luxury Goods,Brazil,0,1,High,3,2333
Switzerland,3294192.7,Offshore Transfer,Real Estate,UK,0,0,Low,5,1796
Brazil,68606.48,Cryptocurrency,Luxury Goods,Switzerland,0,1,Low,5,5977
Singapore,4325661.36,Property Purchase,Arms Trade,UK,1,1,High,3,3531
UAE,2913113.78,Offshore Transfer,Construction,UK,0,0,High,2,6718
Singapore,718316.01,Offshore Transfer,Oil & Gas,India,0,0,Low,5,7383
South Africa,2462352.66,Offshore Transfer,Arms Trade,Singapore,0,0,Low,8,6465
Singapore,1628891.99,Stocks Transfer,Finance,Singapore,1,0,High,7,7608
India,4044191.91,Stocks Transfer,Casinos,China,0,0,Low,9,5411
UAE,915318.95,Property Purchase,Oil & Gas,Russia,0,0,Low,5,990
Switzerland,3323135.27,Stocks Transfer,Arms Trade,UK,0,1,High,6,9300
Singapore,4480016.23,Cryptocurrency,Oil & Gas,Brazil,0,0,High,6,8666
Singapore,4414046.53,Property Purchase,Real Estate,South Africa,0,0,Low,9,6279
Russia,4934572.97,Offshore Transfer,Real Estate,UAE,0,1,Low,9,9576
Switzerland,532461.1,Stocks Transfer,Luxury Goods,South Africa,1,1,High,3,6550
Switzerland,3451416.04,Cash Withdrawal,Finance,UAE,0,1,High,8,2113
Russia,4335827.16,Offshore Transfer,Casinos,India,0,1,High,4,4756
South Africa,3333419.1,Cash Withdrawal,Casinos,Brazil,1,0,Low,3,6851
India,1118021.45,Cryptocurrency,Arms Trade,India,1,0,Low,3,1189
Switzerland,1135687.9,Cryptocurrency,Finance,South Africa,0,1,Low,7,7500
Singapore,2948299.43,Cash Withdrawal,Construction,South Africa,0,0,High,7,3159
Switzerland,2321637.86,Cryptocurrency,Finance,USA,0,1,High,8,4215
Brazil,4810434.77,Property Purchase,Luxury Goods,Russia,0,0,Low,0,7079
USA,2326979.78,Property Purchase,Arms Trade,Switzerland,0,0,High,4,7319
USA,276826.73,Offshore Transfer,Construction,South Africa,0,1,Low,2,1245
Brazil,473997.37,Property Purchase,Casinos,South Africa,0,0,Low,1,2101
China,4184625.48,Stocks Transfer,Luxury Goods,Switzerland,0,1,Low,0,7591
UK,3996499.64,Cash Withdrawal,Luxury Goods,Singapore,0,0,High,1,3810
UAE,1173272.4,Cash Withdrawal,Casinos,UK,0,0,High,6,5927
USA,2481030.86,Cryptocurrency,Casinos,Russia,0,1,Low,3,490
China,4380780.47,Cryptocurrency,Luxury Goods,Russia,0,1,High,9,3681
Switzerland,3687904.08,Cash Withdrawal,Finance,South Africa,0,0,High,0,8032
India,4736085.46,Cash Withdrawal,Luxury Goods,China,1,1,High,7,138
Russia,4626003.27,Stocks Transfer,Real Estate,UAE,0,0,High,8,6785
Switzerland,1585111.1,Cryptocurrency,Arms Trade,UAE,0,0,Low,4,2448
South Africa,4268379.54,Cryptocurrency,Luxury Goods,UAE,0,1,Low,2,2582
Switzerland,707358.62,Offshore Transfer,Construction,UK,0,1,High,5,3165
UAE,466848,Stocks Transfer,Finance,Russia,0,0,High,2,5763
USA,1223804.08,Offshore Transfer,Construction,UK,1,1,High,4,6162
Russia,4347918.29,Cryptocurrency,Finance,UK,0,0,High,9,8903
UAE,3694791.63,Offshore Transfer,Luxury Goods,Russia,0,1,Low,6,4987
Brazil,1278637.09,Stocks Transfer,Construction,Switzerland,0,0,High,4,5029
UK,614018.24,Offshore Transfer,Luxury Goods,China,0,0,Low,8,3602
South Africa,4109783.68,Offshore Transfer,Construction,South Africa,0,1,High,4,9695
China,4589346.82,Stocks Transfer,Casinos,China,1,1,High,7,3921
South Africa,1062980.41,Property Purchase,Arms Trade,South Africa,0,1,High,6,9682
South Africa,4390455.06,Stocks Transfer,Finance,USA,1,1,High,3,6071
India,631131.2,Cryptocurrency,Arms Trade,Russia,0,0,High,3,8122
India,2954245.91,Cryptocurrency,Casinos,India,0,1,Low,0,234
Brazil,2763344.93,Offshore Transfer,Arms Trade,Switzerland,0,1,Low,9,8906
Singapore,3751173.02,Cryptocurrency,Real Estate,USA,0,0,High,0,3186
South Africa,4927776.74,Stocks Transfer,Real Estate,Russia,0,0,Low,4,8058
UK,23614.85,Offshore Transfer,Casinos,Russia,0,1,Low,8,5480
Singapore,595031.65,Offshore Transfer,Finance,Brazil,0,0,High,2,5672
UAE,3734554.05,Offshore Transfer,Luxury Goods,UK,0,1,High,1,9843
China,884642.78,Stocks Transfer,Luxury Goods,Brazil,0,0,Low,8,4463
UK,4803430.69,Offshore Transfer,Real Estate,Russia,1,0,Low,7,7436
South Africa,2004886.99,Offshore Transfer,Luxury Goods,South Africa,0,0,Low,8,1710
India,3676067.73,Property Purchase,Oil & Gas,Brazil,0,0,High,8,8202
China,4793591.59,Cryptocurrency,Real Estate,Russia,0,0,Low,4,6489
Brazil,1409663.93,Property Purchase,Construction,India,0,1,High,2,2352
China,3856821.8,Stocks Transfer,Casinos,Singapore,0,1,High,5,1941
China,2342209.12,Stocks Transfer,Casinos,Russia,0,0,High,6,6163
Switzerland,219674,Cash Withdrawal,Luxury Goods,Russia,1,0,Low,2,6625
Singapore,928295.46,Cryptocurrency,Arms Trade,Switzerland,0,0,Low,8,1709
Brazil,3701254.56,Cash Withdrawal,Casinos,UAE,1,0,Low,2,2443
Singapore,4539821.69,Offshore Transfer,Arms Trade,UAE,0,0,High,2,6285
India,113301.96,Property Purchase,Luxury Goods,Brazil,1,1,High,2,5253
Switzerland,2113991.21,Stocks Transfer,Construction,India,1,0,High,7,858
UAE,3156820.02,Cash Withdrawal,Arms Trade,Russia,1,1,High,8,1037
Switzerland,1765755.58,Stocks Transfer,Arms Trade,Singapore,0,0,Low,1,7958
Brazil,2514834.37,Cash Withdrawal,Arms Trade,USA,0,0,Low,7,1797
UAE,1304985.88,Offshore Transfer,Casinos,Singapore,0,0,High,0,2420
USA,4556811.18,Cryptocurrency,Construction,Switzerland,0,1,High,0,8741
UAE,3263267.07,Cryptocurrency,Casinos,Brazil,1,1,Low,9,1964
Russia,4312665.55,Stocks Transfer,Oil & Gas,Russia,0,0,High,2,7765
USA,1395146.63,Offshore Transfer,Finance,China,0,0,High,2,6298
USA,368199.85,Cryptocurrency,Finance,USA,1,0,Low,6,2927
UAE,3848102.98,Stocks Transfer,Finance,South Africa,0,0,Low,4,1953
Russia,1594626.05,Cash Withdrawal,Real Estate,Switzerland,0,0,High,2,9850
Russia,2659405.23,Stocks Transfer,Real Estate,Singapore,0,0,High,5,9663
China,4428741.6,Cryptocurrency,Oil & Gas,South Africa,0,0,High,7,9231
India,4860958.76,Property Purchase,Casinos,Russia,0,0,High,8,6060
UAE,814178.01,Cryptocurrency,Real Estate,South Africa,1,0,Low,5,9323
Russia,1211223.81,Cash Withdrawal,Finance,Russia,0,1,Low,4,9151
China,1644210.68,Cash Withdrawal,Real Estate,Russia,0,0,Low,3,7858
Switzerland,1311146.71,Cash Withdrawal,Real Estate,UAE,1,0,High,3,1378
USA,1302219.1,Stocks Transfer,Construction,UAE,0,1,Low,8,1065
Switzerland,2159951.49,Offshore Transfer,Finance,India,1,0,Low,8,2107
Switzerland,218264.81,Offshore Transfer,Finance,USA,0,0,High,8,2233
Russia,3920474.92,Cryptocurrency,Finance,India,0,1,High,9,9466
Brazil,4396773.44,Property Purchase,Arms Trade,Brazil,0,1,High,1,5517
Singapore,1687059.97,Stocks Transfer,Construction,Russia,0,0,Low,5,1925
Russia,4314907.23,Offshore Transfer,Real Estate,South Africa,0,0,High,2,7915
Singapore,1870527.97,Property Purchase,Casinos,Brazil,0,0,Low,3,3374
USA,3417648.82,Stocks Transfer,Oil & Gas,China,0,0,High,9,3617
UK,4963014.5,Cryptocurrency,Oil & Gas,Brazil,0,0,Low,8,8763
India,1576426.86,Cryptocurrency,Luxury Goods,Singapore,1,0,Low,0,4293
